id,name,country,collab_score,broadcast_score,commerce_score,followers_num,median_views_num,engagement_pct,price_num,field_tags,video_tags,cpv,view_rate_pct,creator_segment,price_tier,potential_group
minhthanhphan96,Cậu 2 hèng 🤦🏽‍♂️,Việt Nam,77.7,,,536900.0,46200.0,8.71,4500000.0,,Tiểu phẩm,97.40259740259741,8.604954367666231,Macro,Low,General / Low Priority
minhtinhday,Minh Tinh Đây,Việt Nam,78.9,95.2,,371850.0,135650.0,12.489999999999998,7786174.0,"Làm đẹp và chăm sóc cá nhân, Mỹ phẩm, Tin tức và Giải trí, Ứng dụng","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn",57.398997419830444,36.47976334543498,Mid-tier,Medium,General / Low Priority
minhtruong0708,Minh Trường,Việt Nam,80.35,96.5,,931300.0,773350.0,6.23,6000000.0,,Trò chơi điện tử,7.758453481606,83.03983678728659,Macro,Medium,Awareness Booster
mini_anti_official,MiNi Anti,Việt Nam,79.1,97.9,,314500.0,343600.0,11.41,5800000.0,,"Hài kịch, Âm nhạc",16.88009313154831,109.25278219395867,Mid-tier,Medium,Cost-efficient
minn.cookie,Minn Cookie,Việt Nam,73.75,,,807600.0,178200.0,5.145,1914075.0,"Thiết bị, Thực phẩm và Đồ uống, Tin tức và Giải trí",Khám phá nhà hàng,10.741161616161616,22.065378900445765,Macro,Low,Cost-efficient
minnthule,Thư Lê,Việt Nam,77.05000000000001,93.4,,465600.0,53150.0,6.4,17000000.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Ứng dụng","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp",319.8494825964252,11.415378006872851,Mid-tier,High,General / Low Priority
mmialody,mialody,Việt Nam,77.8,90.2,,350200.0,61200.0,11.15,10000000.0,,Âm nhạc,163.3986928104575,17.475728155339805,Mid-tier,Medium,General / Low Priority
mnoccutii,𝙢𝙣𝙤𝙘,Việt Nam,80.4,96.5,,1000000.0,244800.0,9.815000000000001,80000000.0,,,326.797385620915,24.48,Mega,Premium,High Reach - Low Efficiency
mokhoethaiphong,Mỏ Khoét Hải Phòng,Việt Nam,77.5,91.8,,610000.0,25700.0,5.53,1031186.0,,Khám phá nhà hàng,40.12396887159533,4.213114754098361,Macro,Low,General / Low Priority
moli.queen,MoliQueen,Việt Nam,77.4,,,937900.0,8900.0,3.61,2498550.0,,"Phim ảnh & Truyền hình, Tin tức giải trí",280.73595505617976,0.9489284571915982,Macro,Low,General / Low Priority
molistarofficial,molistarofficial,Việt Nam,,,,2400000.0,5600.0,4.005,579750.0,,"Phim ảnh & Truyền hình, Tin tức giải trí",103.52678571428571,0.23333333333333336,Mega,Low,General / Low Priority
mon.apple,𝐂𝐚𝐨 𝐁𝐚̉𝐨 𝐓𝐫𝐢𝐧𝐡 🍏,Việt Nam,75.7,93.0,,1400000.0,218150.0,3.4000000000000004,7557118.0,,"Gia đình, Mukbang & Nếm thức ăn, Âm nhạc",34.641842768737106,15.582142857142859,Mega,Medium,General / Low Priority
monbosua_k4,Mon Bò Sữa 🌻,Việt Nam,88.4,91.8,,2200000.0,182100.0,5.46,6000000.0,,Trò chơi điện tử,32.948929159802304,8.277272727272727,Mega,Medium,General / Low Priority
mong.hust11,Thầy MONG toán 9,Việt Nam,87.0,,,395700.0,4600.0,6.215,387583.0,,"Cuộc sống hàng ngày, Giáo dục học đường",84.25717391304347,1.1624968410411929,Mid-tier,Low,Collab-ready
monmen9444,Chú Tư,Việt Nam,81.1,90.9,,1100000.0,809100.0,3.725,64372700.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Tin tức và Giải trí","Cuộc sống hàng ngày, Gia đình, Hài kịch, Tình yêu & Mối quan hệ lãng mạn",79.56087010258312,73.55454545454545,Mega,Premium,General / Low Priority
monstarnicky,Nicky Nicko,Việt Nam,78.45,98.35,,979800.0,115550.0,14.16,3665288.0,"Làm đẹp và chăm sóc cá nhân, Nước hoa, Thực phẩm và Đồ uống","Hát nhép, Nhảy",31.720363479013415,11.793223106756482,Macro,Low,General / Low Priority
motdemsaye,Gút bai mai lớp,Việt Nam,78.35,99.4,,390100.0,39650.0,14.129999999999999,3500000.0,,"Phần mềm & Ứng dụng, Tiểu phẩm",88.27238335435057,10.164060497308384,Mid-tier,Low,General / Low Priority
motvobacon1987,Một Vợ Ba Con Bồ,Việt Nam,77.6,91.4,,580300.0,30900.0,5.555,2367675.0,,"Hát nhép, Âm nhạc",76.62378640776699,5.324831983456833,Macro,Low,General / Low Priority
mquangwiqw,Minh Quang,Việt Nam,77.0,93.0,,2200000.0,1500000.0,7.06,44534897.0,,Nhảy,29.689931333333334,68.18181818181817,Mega,High,General / Low Priority
mr.dat2k,Mr Đạt,Việt Nam,73.4,91.0,,2600000.0,65099.99999999999,4.12,21056000.0,"May mặc & Phụ kiện, Quần áo nam","Hài kịch, Tiểu phẩm",323.4408602150538,2.503846153846154,Mega,High,General / Low Priority
mr.huybon,Huy Quang Trần🐬,Việt Nam,76.3,95.8,,2200000.0,310150.0,4.035,8000000.0,,"Hài kịch, Tiểu phẩm, Trang phục",25.793970659358376,14.097727272727273,Mega,Medium,General / Low Priority
mrbimax,Nguyễn Đăng Khoa,Việt Nam,81.0,94.4,,2100000.0,906100.0,4.01,25558830.0,,"Thể thao truyền thống, Âm nhạc",28.20751572674098,43.147619047619045,Mega,High,General / Low Priority
msquynhthie,Quỳnh Thi,Việt Nam,76.85,96.15,,2400000.0,496600.0,5.625,4971350.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân","Hát nhép, Hướng dẫn & mẹo làm đẹp, Nhiếp ảnh & Hiệu ứng đặc biệt",10.010773258155456,20.691666666666666,Mega,Low,Awareness Booster
mun.xinhh.depa,Mun,Việt Nam,78.35,90.9,,620250.0,392850.0,6.37,4000000.0,,"Hát nhép, Ảnh tự chụp",10.182003309151076,63.33736396614268,Macro,Low,Cost-efficient
muoitoday,Muội Today,Việt Nam,86.69999999999999,,92.8,1600000.0,225300.0,4.635,15000000.0,,,66.57789613848202,14.08125,Mega,High,General / Low Priority
musicdj2026,ᴍᴜsɪᴄ ᴅᴊ ²⁰²⁶,Việt Nam,80.25,92.4,,1100000.0,11000.0,4.825,100000.0,"Công nghệ & Đồ điện tử, Giày nữ, May mặc & Phụ kiện","Nhảy, Trò chơi điện tử",9.090909090909092,1.0,Mega,Low,General / Low Priority
mvqdcuti07,Shoot2K🧸,Việt Nam,90.2,90.9,97.6,778700.0,645900.0,4.869999999999999,7000000.0,,"Hướng dẫn & mẹo làm đẹp, Nhảy, Trò chơi điện tử",10.837590958352687,82.9459355335816,Macro,Medium,Cost-efficient
mymyismeh,Mỹ Mỹ,Việt Nam,79.85,98.7,,505550.0,105950.0,12.2,5092120.0,,"Hát nhép, Nhảy",48.06153846153846,20.95737315794679,Macro,Medium,General / Low Priority
myumminess,Nguyễn Hồ Trà My,Việt Nam,74.19999999999999,,,1400000.0,134350.0,1.635,13695899.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Thực phẩm và Đồ uống, Tin tức và Giải trí","Cuộc sống hàng ngày, Nấu ăn & Công thức nấu ăn, Sức khỏe",101.94193524376628,9.596428571428572,Mega,Medium,General / Low Priority
n.huyen2k4,Huyềnn Bạchh Đâyyy🐰,Việt Nam,78.2,94.5,,2100000.0,79800.0,14.92,7114438.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Sức khỏe","Hướng dẫn & mẹo làm đẹp, Nhảy",89.15335839598997,3.8,Mega,Medium,General / Low Priority
n_qcheng,quỳnh trang,Việt Nam,81.15,98.6,,428850.0,42850.0,10.25,2765103.0,,"Hướng dẫn & mẹo làm đẹp, Trang phục, Ảnh tự chụp",64.52982497082847,9.991838638218491,Mid-tier,Low,Collab-ready
naiverosieads,Hồng Ngốc Đây,Việt Nam,79.4,97.2,,599300.0,52600.0,4.54,4202425.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Tin tức và Giải trí","Gia đình, Hướng dẫn & mẹo làm đẹp, Trang phục",79.8940114068441,8.776906390789255,Macro,Low,General / Low Priority
nam_dep_trai_official,Nam Đẹp Trai,Việt Nam,80.9,99.3,,719200.0,5400.0,10.28,8000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Thực phẩm và Đồ uống","Hài kịch, Hướng dẫn & mẹo làm đẹp, Sản phẩm công nghệ & Thử nghiệm",1481.4814814814815,0.7508342602892102,Macro,Medium,Collab-ready
namanhvt11,Cậu Bảy Quận 3 🦈,Việt Nam,75.69999999999999,90.9,,1800000.0,1200000.0,6.359999999999999,39050902.0,"Dịch vụ kinh doanh, Tin tức và Giải trí, Ứng dụng","Hài kịch, Tiểu phẩm",32.54241833333333,66.66666666666666,Mega,High,General / Low Priority
nametho_1711,DOU+🇨🇳,Việt Nam,77.2,90.2,,1900000.0,33200.0,2.93,400000.0,,"Công việc & Sự nghiệp, Phương tiện giao thông khác, Thiên nhiên & Phong cảnh",12.048192771084338,1.7473684210526315,Mega,Low,General / Low Priority
namfreestyle1310,Namfreestyle,Việt Nam,78.19999999999999,90.2,,615100.0,83800.0,2.095,100000.0,,"Thể thao truyền thống, Tin tức thể thao",1.1933174224343674,13.623801007966186,Macro,Low,General / Low Priority
namtrh,Nam Vlog,Việt Nam,77.35,93.0,,1300000.0,335150.0,2.485,10736853.0,"Thương mại điện tử (không dùng ứng dụng), Thực phẩm và Đồ uống, Tin tức và Giải trí","Cuộc sống hàng ngày, Nấu ăn & Công thức nấu ăn",32.03596300164106,25.78076923076923,Mega,Medium,General / Low Priority
nanaxinhxan09,Nguyễn Phúc Kim Ngân,Việt Nam,75.0,90.9,,973650.0,199850.0,5.455,4238058.0,Tin tức và Giải trí,"Cuộc sống hàng ngày, Hát nhép, Trang phục, Ảnh tự chụp",21.20619464598449,20.525856313870488,Macro,Low,Cost-efficient
nang04074,Hương Thu📻,Việt Nam,80.05000000000001,92.15,,903850.0,38050.0,8.315,212121.0,,"Hát nhép, Mukbang & Nếm thức ăn, Đồ chơi & Sưu tầm",5.574796320630749,4.209769320130553,Macro,Low,General / Low Priority
ndp_2002,Nguyễn Đan Phương🖤,Việt Nam,95.8,92.4,100.0,2400000.0,24550.0,2.6500000000000004,50000000.0,"Làm đẹp và chăm sóc cá nhân, Mỹ phẩm, Sức khỏe, Tin tức và Giải trí","Hát nhép, Hướng dẫn & mẹo làm đẹp",2036.6598778004072,1.0229166666666667,Mega,Premium,General / Low Priority
ndtlas1,Nguyễn Đan Tâm,Việt Nam,88.5,95.8,,221800.0,68700.0,16.52,4859379.0,,"Hát nhép, Hướng dẫn & mẹo làm đẹp, Nhảy",70.73331877729258,30.973850315599638,Mid-tier,Low,Collab-ready
necteamday,NEC,Việt Nam,77.35,91.6,,886500.0,436550.0,4.265000000000001,1226040.0,,"Hài kịch, Thể thao truyền thống",2.808475546901844,49.244218838127466,Macro,Low,Cost-efficient
neko.land23,Neko Lê 👑,Việt Nam,72.8,,,1500000.0,212400.0,5.2,13160000.0,"Công nghệ & Đồ điện tử, Làm đẹp và chăm sóc cá nhân, Mỹ phẩm, Thương mại điện tử (không dùng ứng dụng)","Hài kịch, Âm nhạc",61.95856873822976,14.16,Mega,Medium,General / Low Priority
nemnotname231203,NEM PHẠM,Việt Nam,77.9,95.8,,1400000.0,36200.0,10.71,1430517.0,"Chăm sóc miệng, Làm đẹp và chăm sóc cá nhân","Cuộc sống hàng ngày, Tiểu phẩm",39.51704419889503,2.5857142857142854,Mega,Low,General / Low Priority
ngachan2701,NgaChan Asmr,Việt Nam,86.3,,92.0,3500000.0,76500.0,2.65,15000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, Sản phẩm gia dụng","ASMR & Thẩm mỹ, Chất nhờn ma quái, Mukbang & Nếm thức ăn",196.07843137254903,2.1857142857142855,Mega,High,General / Low Priority
nganno_98,Ngân Nơ,Việt Nam,71.45,,,1500000.0,92000.0,4.445,6288422.0,,"Gia đình, Nhảy, Tình yêu & Mối quan hệ lãng mạn",68.35241304347826,6.133333333333333,Mega,Medium,General / Low Priority
nganpun9999,Ngân Pun 🇻🇳,Việt Nam,70.0,,,803000.0,35200.0,23.27,160000.0,,Nhảy,4.545454545454546,4.383561643835616,Macro,Low,General / Low Priority
ngdiuthen,Công Chúa Đá,Việt Nam,77.9,93.0,,837900.0,389000.0,6.0,60000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Sức khỏe","Hướng dẫn & mẹo làm đẹp, Nhảy",154.24164524421593,46.42558777897124,Macro,Premium,General / Low Priority
ngheantv.vn,NGHỆ AN,Việt Nam,79.9,95.9,,290100.0,21900.0,5.81,704421.0,,Tin tức xã hội & Sự kiện,32.165342465753426,7.549120992761117,Mid-tier,Low,General / Low Priority
nghggkhanh,khanhpink,Việt Nam,80.4,100.0,,1100000.0,56600.0,7.69,9644892.0,,"Hướng dẫn & mẹo làm đẹp, Trang phục, Ảnh tự chụp",170.40445229681978,5.1454545454545455,Mega,Medium,High Reach - Low Efficiency
nghi5p71,Nghi Ơi Là Nghi 🙇‍♂️,Việt Nam,77.6,94.4,,590600.0,996250.0,12.635,12483688.0,,"Hài kịch, Âm nhạc",12.530678042659975,168.68438875719607,Macro,Medium,Cost-efficient
ngkhangg.008,A ri é,Việt Nam,80.2,97.9,,1500000.0,630800.0,20.53,14935334.0,,"Hài kịch, Tiểu phẩm",23.676813570069754,42.053333333333335,Mega,Medium,Awareness Booster
ngngocanh_98,Nguyễn Ngọc Ánh,Việt Nam,94.0,95.9,92.0,771100.0,28800.0,7.31,5000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân","Hát nhép, Hướng dẫn & mẹo làm đẹp",173.61111111111111,3.734924134353521,Macro,Medium,Collab-ready
ngoacshinh0411,Ngoác Shinh,Việt Nam,83.85,95.5,,427600.0,256450.0,9.205,2905900.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, Thiết bị, Thực phẩm và Đồ uống","Cuộc sống hàng ngày, Mukbang & Nếm thức ăn",11.33125365568337,59.97427502338635,Mid-tier,Low,Collab-ready
ngoanhtan1,Tấn Xa Nhà,Việt Nam,78.0,96.5,,1000000.0,62700.0,9.41,884363.0,"Thực phẩm và Đồ uống, Tin tức và Giải trí","Hài kịch, Nhiếp ảnh & Hiệu ứng đặc biệt",14.104673046251994,6.2700000000000005,Mega,Low,General / Low Priority
ngobaonhixx,Ngọ Bảo Nhi,Việt Nam,88.85,93.0,94.4,570850.0,126100.0,5.105,7540732.0,"Dịch vụ đời sống, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Mỹ phẩm",Hướng dẫn & mẹo làm đẹp,59.79961934972244,22.08986598931418,Macro,Medium,General / Low Priority
ngoc.eng,Ngọc Éng,Việt Nam,82.80000000000001,94.75,96.8,6200000.0,120150.0,1.99,30000000.0,"Dịch vụ đời sống, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Thực phẩm và Đồ uống","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp",249.68789013732834,1.9379032258064515,Mega,High,General / Low Priority
ngoc.matcha,Ngọc Matcha ☘️,Việt Nam,75.9,,,4400000.0,400300.0,4.415,7485505.0,"Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Mỹ phẩm, Tin tức và Giải trí","Cuộc sống hàng ngày, Hát nhép, Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn",18.699737696727453,9.097727272727273,Mega,Medium,Cost-efficient
ngocanh.buii,Hope It Helps ✨,Việt Nam,86.2,93.8,92.0,1200000.0,162100.0,0.57,20000000.0,,"Phát triển nghề nghiệp, Phần mềm & Ứng dụng",123.38062924120914,13.508333333333333,Mega,High,General / Low Priority
ngocanh_29o6,Ngọc Ánh,Việt Nam,78.2,94.5,,325100.0,41300.0,14.08,3308916.0,,"Hát nhép, Nhảy",80.11903147699758,12.703783451245771,Mid-tier,Low,General / Low Priority
ngocbao.sd,Ngọc Bảo.SD,Việt Nam,82.80000000000001,,,2100000.0,65100.0,2.4000000000000004,9204770.0,,Tiểu phẩm,141.39431643625193,3.1,Mega,Medium,General / Low Priority
ngocbich.1008,Ngọc Bích.1008,Việt Nam,76.44999999999999,,,1400000.0,140900.0,2.81,118609000.0,,"Cuộc sống hàng ngày, Gia đình, Hài kịch, Mukbang & Nếm thức ăn",841.7955997161107,10.064285714285715,Mega,Premium,General / Low Priority
ngockemm,Ngọc Kem,Việt Nam,78.75,97.2,,3200000.0,883350.0,5.2,25842722.0,"Dịch vụ kinh doanh, Làm đẹp và chăm sóc cá nhân, Mỹ phẩm, Thương mại điện tử (không dùng ứng dụng)","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Trang phục",29.255359710194146,27.604687500000004,Mega,High,Awareness Booster
ngocly2608,Ly Sẩm,Việt Nam,79.6,93.7,,746300.0,165400.0,4.37,4763578.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Thương mại điện tử (không dùng ứng dụng), Thực phẩm và Đồ uống",Mukbang & Nếm thức ăn,28.800350665054413,22.16266916789495,Macro,Low,General / Low Priority
ngocthanh_90,Ngọc Thanh,Việt Nam,73.0,,,847550.0,335450.0,4.71,2630750.0,"Cải tạo nhà cửa, Sản phẩm gia dụng","Mukbang & Nếm thức ăn, Nấu ăn & Công thức nấu ăn",7.842450439707855,39.578785912335555,Macro,Low,Cost-efficient
ngocthanhtamofficial,Ngọc Thanh Tâm,Việt Nam,80.0,92.3,,954850.0,169400.0,5.635,9224754.0,,"Phim ảnh & Truyền hình, Âm nhạc",54.45545454545454,17.74100644080222,Macro,Medium,General / Low Priority
ngocthiepp,Ngọc Thiệp,Việt Nam,77.9,95.8,,301600.0,278650.0,10.67,12727093.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, Tin tức và Giải trí","Cuộc sống hàng ngày, Hài kịch",45.67411806926251,92.39058355437666,Mid-tier,Medium,General / Low Priority
ngocthupham71,🌴Thư Ơi 😊,Việt Nam,75.8,91.6,,1900000.0,493350.0,3.33,7276650.0,,"Cuộc sống hàng ngày, Hài kịch, Mukbang & Nếm thức ăn",14.749467923380967,25.965789473684207,Mega,Medium,Cost-efficient
ngohainam96,Hải Nam,Việt Nam,79.8,96.5,,1800000.0,232400.0,10.1,3266174.0,,"Nhảy, Âm nhạc",14.054104991394148,12.911111111111111,Mega,Low,Cost-efficient
ngovanhoc6868,HỌC TÍCH CỰC REVIEW,Việt Nam,76.4,,,817200.0,13400.0,2.69,160000.0,,"Hài kịch, Tiểu phẩm",11.940298507462687,1.6397454723445912,Macro,Low,General / Low Priority
ngthanhtuyen_1311,Thanh Tuyến🐰,Việt Nam,91.0,,100.0,1100000.0,226250.0,2.875,25000000.0,,"Hướng dẫn & mẹo làm đẹp, Nhảy",110.49723756906077,20.56818181818182,Mega,High,General / Low Priority
ngtrongtam,✨Trọng Tâm ✨,Việt Nam,76.1,91.0,,1400000.0,54600.0,1.68,1764824.0,"Sản phẩm gia dụng, Thú cưng, Thương mại điện tử (không dùng ứng dụng)","Bé, Cuộc sống hàng ngày, Du lịch, Gia đình",32.32278388278388,3.9,Mega,Low,General / Low Priority
ngulong.official,Ngự Long 🇻🇳,Việt Nam,74.5,,,1000000.0,240450.0,7.5649999999999995,20000000.0,Tin tức và Giải trí,Cuộc sống hàng ngày,83.17737575379496,24.044999999999998,Mega,High,General / Low Priority
nguyen_huynh_tien,Nguyễn Huỳnh Tiên,Việt Nam,81.3,95.9,,3100000.0,57500.0,12.57,20000000.0,,"Hướng dẫn & mẹo làm đẹp, Nhảy, Ảnh tự chụp",347.82608695652175,1.8548387096774193,Mega,High,Collab-ready
nguyendangyennhiu2kk,Nhi Ù 👑,Việt Nam,74.0,,,542700.0,34000.0,5.55,2335471.0,,"Hát nhép, Nhảy, Âm nhạc",68.69032352941177,6.264971439100793,Macro,Low,General / Low Priority
nguyenhanghuong9x,💎 Nguyễn Hằng Hương 💎,Việt Nam,77.6,92.3,,2100000.0,230000.0,3.05,10000000.0,,"Gia đình, Hài kịch, Mukbang & Nếm thức ăn, Trò chơi không phải điện tử",43.47826086956522,10.952380952380953,Mega,Medium,General / Low Priority
nguyenhimatto,Nguyên Hí Mắt To,Việt Nam,75.8,,,638400.0,325700.0,3.26,8807953.0,"Dịch vụ đời sống, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Thực phẩm và Đồ uống","Khám phá nhà hàng, Mukbang & Nếm thức ăn, Nấu ăn & Công thức nấu ăn",27.04314706785385,51.01817042606517,Macro,Medium,General / Low Priority
nguyenhoangthaibao0,Thái Bảo,Việt Nam,82.30000000000001,98.94999999999999,,383800.0,18750.0,16.555,10000000.0,,"Hát nhép, Hướng dẫn & mẹo làm đẹp, Trang phục",533.3333333333334,4.885356956748307,Mid-tier,Medium,Collab-ready
nguyenminhtranggg,Nguyen Minh Trang,Việt Nam,75.6,90.9,,1200000.0,553000.0,5.06,17051025.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Sản phẩm gia dụng, Tin tức và Giải trí","Cuộc sống hàng ngày, Hát nhép, Tình yêu & Mối quan hệ lãng mạn",30.83367992766727,46.08333333333333,Mega,High,General / Low Priority
nguyenngocbb,🌻 Bảo Ngọc 🥰,Việt Nam,78.35,92.75,,457300.0,26000.0,9.695,1137391.0,,"Hát nhép, Ảnh tự chụp",43.74580769230769,5.685545593702165,Mid-tier,Low,General / Low Priority
nguyenphilong2006,LongR Official,Việt Nam,79.8,97.2,,1100000.0,488500.0,6.72,5000000.0,,Trò chơi điện tử,10.235414534288639,44.40909090909091,Mega,Medium,Awareness Booster
nguyentrungthanh2010,Rôsi 17🎊,Việt Nam,89.3,,,1300000.0,94700.0,4.3149999999999995,1500000.0,,Trò chơi điện tử,15.839493136219641,7.284615384615385,Mega,Low,General / Low Priority
nguyenvanvy_,Vỹ Chill,Việt Nam,79.3,94.4,,775500.0,178550.0,10.52,7915527.0,,"Hát nhép, Âm nhạc, Ảnh tự chụp",44.332271072528705,23.023855577047065,Macro,Medium,General / Low Priority
nguyenxuanhung1997,Xuân Hùng Dịch Nhạc,Việt Nam,81.6,97.2,,509900.0,168300.0,11.94,3617777.0,,"Hài kịch, Trò chơi không phải điện tử, Âm nhạc",21.49600118835413,33.006471857226906,Macro,Low,Collab-ready
ngvanhieu_,Xiang,Việt Nam,78.7,97.2,,2200000.0,1300000.0,5.29,30418859.0,"Dịch vụ đời sống, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Tóc giả và tạo kiểu tóc","Hát nhép, Hướng dẫn & mẹo làm đẹp, Trang phục",23.39912230769231,59.09090909090909,Mega,High,Awareness Booster
nhaanha_,A Nha Ngô,Việt Nam,90.8,100.0,,267900.0,107300.0,8.15,8295524.0,,"Nhiếp ảnh & Hiệu ứng đặc biệt, Trang phục",77.31150046598323,40.052258305337816,Mid-tier,Medium,Collab-ready
nhaccuatoi40,nhaccuatoi40,Việt Nam,74.4,,,1000000.0,51150.0,2.385,3916712.0,,Âm nhạc,76.5730596285435,5.115,Mega,Low,General / Low Priority
nhacnaynghelanghien.real,Nhạc Này Nghe Là Nghiện,Việt Nam,78.0,,,1100000.0,15600.0,7.22,500000.0,Tin tức và Giải trí,Âm nhạc,32.05128205128205,1.4181818181818182,Mega,Low,General / Low Priority
nhanphuongchixu,Ngô Xuyến,Việt Nam,83.35,92.3,90.4,945550.0,276150.0,5.335,15000000.0,,"Gia đình, Hài kịch, Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn",54.31830526887561,29.205224472529217,Macro,High,General / Low Priority
nhantamgaming,𝐍𝐓 𝐆𝐀𝐌𝐈𝐍𝐆🔥,Việt Nam,74.9,91.0,,2200000.0,166350.0,3.43,340853.0,,Trò chơi điện tử,2.0490111211301474,7.5613636363636365,Mega,Low,Cost-efficient
nhat_kim_anh85,Nhật Kim Anh,Việt Nam,77.8,,,2400000.0,81600.0,3.31,2471283.0,,"Gia đình, Hát nhép, Phim ảnh & Truyền hình",30.28533088235294,3.4000000000000004,Mega,Low,General / Low Priority
nhathoanghon,Hoàng Hôn 💋,Việt Nam,77.19999999999999,93.7,,3900000.0,655750.0,3.33,1000000.0,"Chăm sóc da, Game, Làm đẹp và chăm sóc cá nhân, Thực phẩm và Đồ uống",Hài kịch,1.5249714067861229,16.814102564102566,Mega,Low,Cost-efficient
nhatkira_family,Lê Minh Nhật,Việt Nam,75.15,93.7,,1000000.0,572250.0,3.38,1790184.0,"Mẹ & Bé, Sức khỏe, Tin tức và Giải trí",Hài kịch,3.1283250327653995,57.225,Mega,Low,Cost-efficient
nhatkycuameichan,meichannnnn,Việt Nam,81.0,98.6,,958400.0,108600.0,6.55,34216000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, Thực phẩm và Đồ uống","Cuộc sống hàng ngày, Trang phục, Động lực cuộc sống",315.0644567219153,11.331385642737898,Macro,High,Collab-ready
nhatlinh2001_ff,Nhật Linh dt,Việt Nam,89.5,94.4,96.0,499650.0,94500.0,8.74,4000000.0,,,42.32804232804233,18.913239267487242,Mid-tier,Low,Collab-ready
nhatthien120797,Anh Chủ OTea,Việt Nam,86.55,91.6,,943200.0,203800.0,7.49,7222117.0,,Nhảy,35.43727674190383,21.60729431721798,Macro,Medium,Collab-ready
nhaytv,NHAY TV 66,Việt Nam,78.4,,,1150000.0,145800.0,2.385,23750353.0,,"Gia đình, Hài kịch, Phim ảnh & Truyền hình, Tiểu phẩm",162.89679698216736,12.678260869565216,Mega,High,General / Low Priority
nhien1308,Hạ Nhiên,Việt Nam,83.7,92.4,,1600000.0,90750.0,4.995,8000000.0,,"Gia đình, Hát nhép, Hướng dẫn & mẹo làm đẹp",88.15426997245179,5.671875,Mega,Medium,General / Low Priority
nhilawmm,Nhi Lâm,Việt Nam,79.1,94.75,,509400.0,59100.0,9.39,1692172.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Thiết bị","Hát nhép, Hướng dẫn & mẹo làm đẹp",28.632351945854484,11.60188457008245,Macro,Low,General / Low Priority
nhinfcaisddaufbuoif,ׂ,Việt Nam,78.0,97.2,,119100.0,71900.0,28.09,5745953.0,,"Hát nhép, Nhảy",79.91589707927677,60.36943744752309,Mid-tier,Medium,General / Low Priority
nhinhi_creepy,Yến Nhi,Việt Nam,75.7,90.2,,1200000.0,646450.0,3.9050000000000002,3027321.0,"Sức khỏe, Tin tức và Giải trí",Siêu nhiên & Kinh dị,4.682993270941295,53.87083333333334,Mega,Low,Cost-efficient
nhistore_iphone,Nhí Store,Việt Nam,75.5,,,1400000.0,235600.0,3.8,13917283.0,,"Cuộc sống hàng ngày, Ô tô",59.07165959252971,16.82857142857143,Mega,Medium,General / Low Priority
nhivocomedy,Nhi Võ,Việt Nam,77.2,93.0,,822300.0,88100.0,8.75,194984.0,,"Cuộc sống hàng ngày, Hài kịch, Trò chơi không phải điện tử",2.2132122587968217,10.713851392435851,Macro,Low,General / Low Priority
nhucuynh,Hà Như Quỳnh,Việt Nam,80.1,98.6,,288900.0,219200.0,12.18,4461609.0,,"Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp",20.354055656934307,75.87400484596746,Mid-tier,Low,Cost-efficient
