ID,Name,Country,Collab Score,Broadcast Score,Commerce Score,Followers,Median Views,Engagement,Price,Field Tags,Video Tags
troxlacci,Trox & Lacci,Việt Nam,81.0,94.4,N/A,"2,5M","934,1K","6,05%",80.000.000 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Nước hoa",Gia đình
yeah1.trending,YeaH1 Trending,Việt Nam,77.8,93.1,N/A,"5,7M","29,4K","6,93%",335.001 VND,,"Âm nhạc, Phim ảnh & Truyền hình"
vuhphuong,Vũ Phương,Việt Nam,89.0,N/A,N/A,"1,7M","106,6K","4,35%",7.000.000 VND,,Âm nhạc
davoslingo,Davo’s Lingo,Việt Nam,80.0,97.9,N/A,"4,2M","243,8K","12,28%",26.295.000 VND,"Thiết bị, Sản phẩm gia dụng","Nhân văn & Khoa học, Sức khỏe, Tin tức xã hội & Sự kiện"
jettvn,Jett,Việt Nam,81.0,100.0,N/A,"845,6K","23,7K",8%,500.000 VND,,Trò chơi điện tử
rbyhaan,Tô Đát Kỷ,Việt Nam,76.6,90.2,N/A,"741,1K","301,6K","6,21%",20.256.337 VND,"Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Nước hoa","Hát nhép, Phim ảnh & Truyền hình, Hướng dẫn & mẹo làm đẹp"
patoo.204,Phanhh Tô,Việt Nam,79.0,95.1,N/A,"849,1K","213,5K","10,67%",5.000.000 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp"
ductung.official,Đức Tùng ( DT ),Việt Nam,76.0,93.0,N/A,2M,"99,6K",7%,14.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hài kịch, Cuộc sống hàng ngày"
cindymiicute,Cindy,Việt Nam,93.3,91.6,94.4,"12,8M","12,7K","7,20%",30.000.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Sản phẩm chăm sóc cá nhân và làm đẹp khác",Hướng dẫn & mẹo làm đẹp
luongquynhnhu148,Lương Quỳnh Như 🍊,Việt Nam,93.2,92.3,95.2,"1,6M","304,6K","7,36%",12.000.000 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp"
nganpun9999,Ngân Pun 🇻🇳,Việt Nam,70.6,N/A,N/A,"803,2K","36,1K","19,95%",3.000.000 VND,,Nhảy
vu.thinh.1009,Vũ Thịnh,Việt Nam,76.5,93.8,N/A,"1,5M","71,4K","9,19%",2.614.031 VND,Tin tức và Giải trí,"Âm nhạc, Nhảy"
amon_912,Amon,Việt Nam,90.6,95.8,92.0,"568,3K","465,1K","10,96%",19.379.170 VND,"Sức khỏe, Công nghệ & Đồ điện tử, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Tiểu phẩm, Hài kịch"
_imngnn,Hoàng Ngân,Việt Nam,77.5,94.4,N/A,"933,5K","290,9K","8,19%",2.615.895 VND,Tin tức và Giải trí,Nhảy
tieumanthaune,Tiểu Màn Thầu,Việt Nam,76.9,93.0,N/A,"3,1M","409,7K","4,26%",11.258.992 VND,"Ứng dụng, Thực phẩm và Đồ uống","Gia đình, Khám phá nhà hàng"
giadinhtruyenhinh,Gia đình Truyền Hình,Việt Nam,77.8,93.0,N/A,"1,9M","425,4K","9,93%",15.493.582 VND,"Tin tức và Giải trí, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Nhảy, Gia đình"
datkaa0912,DatKaa 🎶,Việt Nam,73.3,N/A,N/A,"1,6M","535,1K","6,43%",25.005.783 VND,,
chaukhadi2107,Châu Khả Di,Việt Nam,76.8,94.4,N/A,"2,5M","360,7K","5,25%",7.829.696 VND,"Dịch vụ kinh doanh, Thiết bị, Cải tạo nhà cửa",DIY & Mẹo vặt đời sống
thinhung99,Thị Nhung,Việt Nam,95.9,96.5,100.0,"7,1M","662,7K","4,54%",20.000.000 VND,"Thực phẩm và Đồ uống, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hát nhép, Hướng dẫn & mẹo làm đẹp"
harburgery,Harry,Việt Nam,77.2,N/A,N/A,"1,1M","484,3K","8,29%",13.530.696 VND,,"Hướng dẫn & mẹo làm đẹp, Mukbang & Nếm thức ăn, Khám phá nhà hàng"
cu0ngca0,Cường Cao,Việt Nam,N/A,N/A,N/A,"1,7M","1,4M","3,55%",16.173.555 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Game, Chăm sóc da","Ô tô, Hài kịch"
tocvang.hoe,Tóc Vàng hoe,Việt Nam,74.5,N/A,N/A,"2,4M","1,3M","4,83%",4.000.000 VND,"Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Sản phẩm chăm sóc cá nhân và làm đẹp khác",Mukbang & Nếm thức ăn
williamjobe2,William家伙🇨🇳,Việt Nam,77.4,100.0,N/A,"2,6M","74,2K","14,88%",1.088.537 VND,,"Ảnh tự chụp, Thể dục"
cafef_official,CafeF,Việt Nam,74.9,N/A,N/A,2M,"106,1K","3,29%",5.152.202 VND,,Tin tức xã hội & Sự kiện
ntrinhdayyy_07,1 mí ghét hành,Việt Nam,90.1,91.8,N/A,"621,7K","33,5K","12,37%",10.000.000 VND,,"Ảnh tự chụp, Nhảy"
ngtrongtam,✨Trọng Tâm ✨,Việt Nam,76.1,91.0,N/A,"1,4M","77,8K","1,94%",1.764.824 VND,"Thú cưng, Sản phẩm gia dụng, Thương mại điện tử (không dùng ứng dụng)","Gia đình, Du lịch, Cuộc sống hàng ngày"
jinyin2021,Cô em thú dị,Việt Nam,75.8,94.4,N/A,"2,4M","452,2K","6,21%",17.091.750 VND,Tin tức và Giải trí,Tiểu phẩm
doublesunday,Duyên Trương,Việt Nam,90.4,94.4,91.2,"1,1M","41,4K","4,60%",10.000.000 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Mỹ phẩm","Thiết kế & chăm sóc tóc, Hướng dẫn & mẹo làm đẹp"
hungbavuatiente,Hùng Bá Vua Tiền Tệ,Việt Nam,75.6,N/A,N/A,"3,8M","32,2K","2,27%",1.252.353 VND,"Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng), Dịch vụ tài chính",Cuộc sống hàng ngày
tuankiet.2000,Kiệt Hà Tịnh,Việt Nam,78.8,95.8,N/A,"10,1M","1,3M","12,41%",82.010.453 VND,"Tin tức và Giải trí, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Nước hoa",Hài kịch
stsonthach,ST Sơn Thạch,Việt Nam,91.2,92.4,97.6,"1,7M","142,4K","4,68%",5.703.428 VND,Tin tức và Giải trí,"Âm nhạc, Nhảy"
60giay.com,60giay.com,Việt Nam,78.6,94.4,N/A,"12,6M","286,5K","8,09%",19.861.124 VND,"Dịch vụ kinh doanh, Thiết bị, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Tin tức xã hội & Sự kiện
nhivocomedy,Nhi Võ,Việt Nam,77.8,94.5,N/A,"820,5K","96,3K","8,20%",194.984 VND,,"Trò chơi không phải điện tử, Cuộc sống hàng ngày"
taodangthembuncha,lelinh,Việt Nam,76.2,94.4,N/A,"739,4K",158K,"13,78%",70.000.000 VND,,"Ảnh tự chụp, Hát nhép, Nhảy"
wien_u,🍓,Việt Nam,77.5,92.4,N/A,492K,"14,6K","13,80%",4.414.749 VND,,"Ảnh tự chụp, Hát nhép, Nhảy"
1977vlog,1977vlog,Việt Nam,74.6,N/A,N/A,"1,8M","866,9K","5,29%",26.296.023 VND,Tin tức và Giải trí,"Phim ảnh & Truyền hình, Hài kịch"
nguyenxuanhung1997,Xuân Hùng Dịch Nhạc,Việt Nam,79.3,95.1,N/A,"516,8K",107K,"14,54%",3.617.777 VND,,"Hài kịch, Âm nhạc, Trò chơi không phải điện tử"
swatnata,SWAT✓ NaTa,Việt Nam,80.0,94.4,N/A,"1,5M","154,9K","5,15%",10.518.244 VND,,Trò chơi điện tử
mrbimax,Nguyễn Đăng Khoa,Việt Nam,80.6,94.4,N/A,"2,1M","385,5K","3,89%",25.558.830 VND,,"Thể thao truyền thống, Âm nhạc"
moli.queen,MoliQueen,Việt Nam,78.8,N/A,N/A,"948,6K","8,4K","4,34%",2.498.550 VND,,"Tin tức giải trí, Phim ảnh & Truyền hình"
uyeenek,𝓤𝔂𝓮𝓮𝓷𝓮𝓴🐟,Việt Nam,76.6,93.1,N/A,1M,"126,6K","10,13%",3.094.382 VND,,DIY & Mẹo vặt đời sống
lanhxinhyeu06,lanhxinhyeu06,Việt Nam,78.6,95.8,N/A,"1,8M","729,6K","8,94%",33.563.743 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp, Hát nhép"
womanvietnam.vn,Woman Vietnam,Việt Nam,N/A,N/A,N/A,"3,3M","342,8K","4,56%",1.000.000 VND,,Tin tức xã hội & Sự kiện
chunneh._,CHUN,Việt Nam,84.5,93.1,N/A,"584,9K","46,4K","15,83%",1.482.666 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Tiểu phẩm, Phim ảnh & Truyền hình, Hướng dẫn & mẹo làm đẹp"
longandaxua,Lê Long An,Việt Nam,76.6,92.3,N/A,"3,3M","706,8K","5,94%",8.019.975 VND,"Thiết bị, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Nước hoa",Hài kịch
haha_412,HAHA,Việt Nam,76.4,91.6,N/A,"3,8M","333,3K","7,07%",13.147.500 VND,Tin tức và Giải trí,"Hát nhép, Cuộc sống hàng ngày, Hài kịch"
hanoinews.theanh28,Hà Nội News,Việt Nam,78.8,94.4,N/A,"5,6M","151,8K","8,15%",10.013.662 VND,"Thực phẩm và Đồ uống, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Tóc giả và tạo kiểu tóc",Tin tức xã hội & Sự kiện
huyseoul_idol,Oppa Huy IDol,Việt Nam,78.9,91.6,N/A,"14,7M","888,7K","7,29%",60.327.198 VND,Tin tức và Giải trí,Tiểu phẩm
chicano.official,Chị Cano Official,Việt Nam,78.5,95.1,N/A,"1,5M","159,8K","5,15%",4.870.390 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Phim ảnh & Truyền hình, Hài kịch"
msquynhthie,Quỳnh Thi,Việt Nam,77.0,96.5,N/A,"2,4M","490,7K","5,64%",4.971.350 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hát nhép, Nhiếp ảnh & Hiệu ứng đặc biệt, Hướng dẫn & mẹo làm đẹp"
duyen_158200,Rùa👅,Việt Nam,78.4,95.1,N/A,"2,8M","543,2K","7,08%",1.314.750 VND,"Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), May mặc & Phụ kiện, Trang phục và phụ kiện khác, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Nhảy
englishbyjay,English by Jay - Sprout,Việt Nam,74.0,N/A,N/A,"1,1M","154,2K","20,34%",1.427.656 VND,"Ứng dụng, Giáo dục",Phát triển nghề nghiệp
quynhkun6688,QuynhKun,Việt Nam,78.6,90.2,N/A,7M,"16,4K","7,79%",3.426.131 VND,,"Chăm sóc thú cưng, Hài kịch"
vienvibi_899,Viên Vibi,Việt Nam,78.8,95.8,N/A,"11,5M",4M,"10,51%",59.448.383 VND,"Dịch vụ kinh doanh, Thực phẩm và Đồ uống, Dịch vụ đời sống",Tình yêu & Mối quan hệ lãng mạn
nhut26march,Huỳnh Nhựt,Việt Nam,75.4,N/A,N/A,"1,5M","148,8K","3,70%",52.590.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc miệng","Hài kịch, Nhảy"
quangquanhaccthu6,Quàng Quanh,Việt Nam,79.0,93.0,N/A,"606,9K","109,9K",23%,9.000.000 VND,,"Ảnh tự chụp, Âm nhạc, Nhảy"
dangthuhaf,Đặng Thu Hà,Việt Nam,91.4,91.6,97.6,"3,6M","545,8K","6,28%",24.586.685 VND,,"Du lịch, Cuộc sống hàng ngày, Hài kịch"
thiennhanreview,Thiện Nhân,Việt Nam,76.5,90.2,N/A,"1,4M","575,6K","3,85%",25.000.000 VND,,"Nấu ăn & Công thức nấu ăn, Cuộc sống hàng ngày, Trưng bày & đánh giá ẩm thực"
sibichitv0209,Cô Tiên👑Bèo(Mẹ Kem&Kẹo),Việt Nam,95.0,94.4,99.2,"7,5M",247K,"9,63%",5.000.000 VND,,Trò chơi điện tử
caonho,CÁO NHỎ,Việt Nam,78.0,95.8,N/A,"4,5M","189,6K","9,16%",11.339.274 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng)",Hài kịch
meokhuan,Mèo Khuẩn,Việt Nam,78.4,93.0,N/A,"287,6K","257,7K","67,08%",14.105.721 VND,,Hoạt hình & Cosplay
chau_muoi,Châu muối,Việt Nam,78.6,95.8,N/A,"1,6M","157,9K","6,53%",2.371.234 VND,"Thiết bị, Thực phẩm và Đồ uống, May mặc & Phụ kiện, Trang phục và phụ kiện khác","Nhà cửa & Vườn tược, Đồ chơi & Sưu tầm"
anvuofficial,An Vũ,Việt Nam,75.4,N/A,N/A,"918,7K","124,6K","7,75%",5.173.400 VND,Tin tức và Giải trí,Âm nhạc
janishalival,𝙑𝙚𝙧𝙢𝙤𝙪𝙩𝙝,Việt Nam,82.2,99.4,N/A,"1,7M","15,1K","26,45%",160.000 VND,,"Thể dục, Nhảy"
luvs4kimmy,KimmyYay,Việt Nam,78.8,94.4,N/A,"866,6K","74,6K","10,64%",30.000 VND,,"Cuộc sống hàng ngày, Nhảy"
binhbongbup,Bình Bông Bụp,Việt Nam,78.9,93.1,N/A,"1,7M","71,2K","6,90%",3.034.387 VND,,"Chăm sóc thú cưng, Hài kịch"
duybestvo,duybest 🔥,Việt Nam,78.8,95.8,N/A,"1,4M","416,6K","10,39%",11.887.249 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc miệng",Hài kịch
vthuyanh,Thuỳ Anh ✿,Việt Nam,78.2,95.8,N/A,"1,6M","90,4K","5,16%",1.526.708 VND,,"Hướng dẫn & mẹo làm đẹp, Hát nhép"
ducthangds,Đức Thắng Ds,Việt Nam,81.5,99.3,N/A,"1,9M","78,6K","4,55%",1.314.750 VND,"Ứng dụng, Tin tức và Giải trí","Nhiếp ảnh & Hiệu ứng đặc biệt, Phần mềm & Ứng dụng, Nghệ thuật"
mikeden,Mike Đen,Việt Nam,90.9,96.5,92.0,"4,3M","307,3K","6,39%",30.000.000 VND,"Ứng dụng, Sản phẩm gia dụng, Game","Trò chơi điện tử, Cuộc sống hàng ngày"
ducanh94,ĐỨC ANH ⭐️,Việt Nam,79.8,N/A,N/A,6M,"351,9K","4,92%",40.000.000 VND,"Ứng dụng, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Sản phẩm công nghệ & Thử nghiệm, Cuộc sống hàng ngày, Hài kịch"
150k_freeship,Bảo bảo có mặt lần thứ n,Việt Nam,92.0,97.9,97.6,"898,8K",115K,"19,32%",10.503.202 VND,,Hài kịch
vuongkhanh0305,Vương Khánh,Việt Nam,75.8,90.2,N/A,"2,5M",258K,"4,01%",160.000 VND,"Thiết bị, Tin tức và Giải trí, Dịch vụ đời sống",Hài kịch
phudb2003,Tường Hồng Phú,Việt Nam,75.7,90.2,N/A,"1,8M","600,2K","8,32%",5.499.991 VND,Tin tức và Giải trí,Hài kịch
animexd1650,Animexd1650™,Việt Nam,80.9,99.4,N/A,"858,3K",119K,"28,89%",2.629.500 VND,,"Trò chơi điện tử, Hoạt hình & Cosplay"
quangtuanofficial0302,Quang Tuấn,Việt Nam,78.5,95.1,N/A,"1,3M","802,5K","7,26%",28.403.608 VND,,"Âm nhạc, Nhảy, Phim ảnh & Truyền hình"
sau2_004,Sâu Hết Content 🐛,Việt Nam,80.1,95.9,N/A,"1,1M","156,1K","8,96%",5.000.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Mỹ phẩm","Hát nhép, Nhảy"
hungcamdayne,Hùng Cam Đây Nè,Việt Nam,90.8,93.0,94.4,2M,"128,6K","5,57%",1.000.000 VND,Game,"Trò chơi điện tử, Tin tức thể thao"
lhdieu,Lê Huyền Diệu,Việt Nam,78.0,93.0,N/A,"2,9M","29,3K","6,54%",18.377.071 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Ảnh tự chụp, Hát nhép"
hungdidu1907,Hùng Didu,Việt Nam,90.2,99.3,N/A,"1,6M",1M,"10,72%",43.089.772 VND,"Công nghệ & Đồ điện tử, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Tình yêu & Mối quan hệ lãng mạn
hoailinh_206,Linh thỏ ♡ ̊ ✧,Việt Nam,78.7,94.4,N/A,"1,3M",166K,"14,42%",17.779.592 VND,Ứng dụng,"Ảnh tự chụp, Hát nhép, Nhảy"
vgttv.star,VGT TV - Sao Việt,Việt Nam,74.7,N/A,N/A,2M,"8,8K","1,82%",10.000.000 VND,,
16_nbt,Em Trâm,Việt Nam,82.4,97.9,N/A,"700,4K","651,1K","7,43%",51.579.890 VND,,"Hát nhép, Hướng dẫn & mẹo làm đẹp"
theanh28entertainment,Theanh28 Entertainment,Việt Nam,78.0,93.0,N/A,"14,9M","213,5K","8,30%",20.840.508 VND,"Thiết bị, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Tin tức thể thao, Tin tức xã hội & Sự kiện"
luongthingocha,𝐍𝐠𝐚̂𝐧 𝐇𝐚̀ 🍌,Việt Nam,74.7,90.2,N/A,"7,1M",2M,"3,62%",53.275.616 VND,"Thực phẩm và Đồ uống, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Nhảy, Hát nhép"
phuongmin_,🅟🅗🅤🅞🅝🅖 🅜🅘🅝,Việt Nam,78.9,95.9,N/A,"5,9M","99,5K","7,10%",80.000.000 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Mẹ & Bé","Khám phá nhà hàng, Bé"
lnamdng8,Nam Dương,Việt Nam,80.5,94.4,N/A,"2,9M","26,8K","7,28%",1.000.000 VND,,Động vật hoang dã & Thú cưng lạ
rubybaoan04,ruby🧸,Việt Nam,77.4,90.4,N/A,"1,1M","66,5K","7,65%",13.263.970 VND,,"Hát nhép, Nhảy, Hướng dẫn & mẹo làm đẹp"
tinhnguyen241298,Tính Nguyễn,Việt Nam,77.0,N/A,N/A,3M,"269,7K","3,92%",12.447.275 VND,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Hài kịch
dituthichdapes,eFootball dituthichdapes,Việt Nam,80.0,97.9,N/A,871K,"566,4K","8,11%",46.746.650 VND,,Trò chơi điện tử
vinhthichanngon,Vĩnh Thích Ăn Ngon,Việt Nam,80.4,97.9,N/A,2M,"244,1K","8,70%",13.226.126 VND,Thực phẩm và Đồ uống,"Cuộc sống hàng ngày, Khám phá nhà hàng"
kienthuckinhte28,KIẾN THỨC KINH TẾ,Việt Nam,81.7,N/A,N/A,"2,1M","40,4K","3,27%",4.729.289 VND,,Tin tức xã hội & Sự kiện
molistarofficial,molistarofficial,Việt Nam,N/A,N/A,N/A,"2,4M","6,9K","5,23%",579.750 VND,,Tin tức giải trí
hoanghieptiktok,Hoàng Hiệp Entertainment,Việt Nam,79.4,93.0,N/A,3M,"59,7K","8,64%",7.453.037 VND,Tin tức và Giải trí,"Âm nhạc, Cuộc sống hàng ngày, Hài kịch"
afamilyngaylucnay,aFamily Ngay Lúc Này,Việt Nam,78.9,91.6,N/A,"3,7M","146,7K","6,35%",13.709.814 VND,,"Tin tức giải trí, Tin tức thể thao, Tin tức xã hội & Sự kiện"
hoanganhpanda_,Hoàng Anh Panda,Việt Nam,77.9,93.0,N/A,2M,"865,7K","9,89%",22.123.031 VND,"Ứng dụng, Thực phẩm và Đồ uống, Tin tức và Giải trí","Trang phục, Du lịch, Cuộc sống hàng ngày"
_inlil,Chang Nguyễn -INLIL 💕,Việt Nam,77.1,93.8,N/A,"2,3M","74,7K","5,88%",4.287.996 VND,"Làm đẹp và chăm sóc cá nhân, Mỹ phẩm",Hướng dẫn & mẹo làm đẹp
melon.228,Melon nè !,Việt Nam,79.6,90.2,N/A,"2,9M",560K,"8,56%",16.575.703 VND,"Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Bé, Gia đình"
24h.tinmoi,24h Bóng Đá,Việt Nam,N/A,N/A,N/A,"2,4M","369,5K","7,52%",39.127.847 VND,,Tin tức thể thao
solai.28,solai,Việt Nam,78.6,95.8,N/A,"1,8M","283,8K","4,34%",41.628.954 VND,"Sức khỏe, Công nghệ & Đồ điện tử, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
hamidelay2210,Hà Mi Delay,Việt Nam,74.9,N/A,N/A,"1,8M","11,8K","5,12%",6.295.879 VND,,"Trang phục, Ảnh tự chụp, Hát nhép"
kenhcuakiet,Kênh của Kiệt♛♛,Việt Nam,77.2,90.9,N/A,"1,3M",46K,"6,90%",1.701.362 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Trang phục và phụ kiện khác, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Hài kịch, Cuộc sống hàng ngày"
ninhanh01,Ninh Anh,Việt Nam,89.2,95.8,N/A,"2,5M","396,6K","9,99%",11.000.000 VND,,Nhảy
yeunutmotchut,Nguyễn Uyên Trang🌻,Việt Nam,89.0,92.3,90.4,"1,6M","131,1K","10,66%",15.000.000 VND,,"Ảnh tự chụp, Hát nhép, Nhảy"
dukesodope,Người Việt gốc cây 🌲,Việt Nam,78.0,95.1,N/A,"1,8M","516,3K","8,91%",9.384.625 VND,"Thể thao và Hoạt động ngoài trời, Ứng dụng",Cuộc sống hàng ngày
_pupunpurin,Tên của tớ là Pun 𝜗𝜚,Việt Nam,80.1,91.6,N/A,2M,"1,1M","7,16%",50.000.000 VND,,"Cuộc sống hàng ngày, Nhảy, Hướng dẫn & mẹo làm đẹp"
tat_106,Thư Thor ᐢ. .ᐢ,Việt Nam,77.3,93.0,N/A,"2,5M","608,9K","5,87%",29.253.075 VND,"Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng)",Nhảy
mnoccutii,𝙢𝙣𝙤𝙘,Việt Nam,81.0,95.8,N/A,1M,"201,2K","9,41%",80.000.000 VND,,
boboo7720,𝓒𝓮𝓶...!,Việt Nam,82.4,97.9,N/A,"1,6M","423,4K","9,96%",60.000.000 VND,,Trò chơi điện tử
gonpinkk,Gon Pink,Việt Nam,77.9,91.6,N/A,"3,4M","822,7K","6,75%",15.000.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Âm nhạc, Cuộc sống hàng ngày"
phongbvb,Crows - Sáp Vuốt Tóc Cho Nam,Việt Nam,87.4,93.7,N/A,"865,9K","13,3K",5%,2.041.955 VND,,Thiết kế & chăm sóc tóc
benvl97,🍀ᵜSưPℏụ✿,Việt Nam,77.4,92.4,N/A,"3,8M","90,1K","4,27%",5.000.000 VND,Game,Trò chơi điện tử
pobimatacc,Pô,Việt Nam,77.8,94.4,N/A,"1,1M",330K,"7,65%",10.000.000 VND,"Ứng dụng, Làm đẹp và chăm sóc cá nhân, Dịch vụ đời sống, Mỹ phẩm","Tình yêu & Mối quan hệ lãng mạn, Nhảy, Hướng dẫn & mẹo làm đẹp"
chou.iu,Chou.iu,Việt Nam,78.8,95.1,N/A,"831,1K","136,7K","9,36%",3.064.948 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, May mặc & Phụ kiện, Trang phục và phụ kiện khác","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
dailyglow.cheese,Em Cheese,Việt Nam,71.3,N/A,N/A,"1,1M",81K,"3,39%",5.000.000 VND,Thực phẩm và Đồ uống,Hướng dẫn & mẹo làm đẹp
tuongvyy,Tường Vyy ( Vê Vê ),Việt Nam,78.8,93.7,N/A,12M,"518,6K","7,22%",25.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Chăm sóc da","Âm nhạc, Nhảy"
vyphamofficial,Vy Phạm,Việt Nam,78.0,93.0,N/A,"1,6M","284,2K","5,91%",6.967.831 VND,,"Tình yêu & Mối quan hệ lãng mạn, Cuộc sống hàng ngày, Gia đình"
jujubabi_,J U L I A,Việt Nam,80.9,98.7,N/A,"701,7K","65,4K","15,19%",5.500.000 VND,Tin tức và Giải trí,Hoạt hình & Cosplay
onlypassionmusic,Feeling Soundz,Việt Nam,78.8,93.8,N/A,"1,1M",12K,"14,72%",1.000.000 VND,,Âm nhạc
babyiumii,Em Vân🍎,Việt Nam,75.8,N/A,N/A,"872,1K",1K,"16,56%",8.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Ảnh tự chụp, Hát nhép, Nhảy"
nemnotname231203,NEM PHẠM,Việt Nam,77.6,95.8,N/A,"1,4M",43K,"11,16%",1.430.517 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc miệng","Cuộc sống hàng ngày, Tiểu phẩm"
hauhoang,Hậu Hoàng,Việt Nam,76.5,93.7,N/A,"6,3M","343,3K","6,38%",4.020.576 VND,,Nhảy
bepbepkute,Hân Bẹp,Việt Nam,80.0,96.5,N/A,"833,2K","250,9K","9,10%",10.000.000 VND,,"Nhảy, Hoạt hình & Cosplay"
_namnamnamm,NGÔI SAO PHƯƠNG NAMM,Việt Nam,91.3,94.4,94.4,"588,6K","64,1K","4,30%",3.500.000 VND,"Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng), Mẹ & Bé","Trang phục, Phim ảnh & Truyền hình, Hài kịch"
nhatthien120797,Anh Chủ OTea,Việt Nam,87.0,91.6,N/A,"947,5K","166,5K","7,74%",7.222.117 VND,,Nhảy
thaytunecon_2110,Thầy Tú Nè Con,Việt Nam,80.5,98.6,N/A,"425,1K","12,5K","50,49%",10.000.000 VND,,"Mukbang & Nếm thức ăn, Nhảy"
willinvietnam,🇫🇷Will in Vietnam🇻🇳,Việt Nam,77.3,95.8,N/A,"3,4M","303,8K","3,95%",4.157.776 VND,,
dothuyquynh999,Quỳnh Moon 🌙,Việt Nam,89.4,N/A,97.6,"2,1M",110K,"4,78%",30.000.000 VND,,
luutrungtv,Lưu Trung TV 🦁,Việt Nam,79.7,97.2,N/A,"1,5M","36,4K","5,63%",352.731 VND,Tin tức và Giải trí,Trò chơi điện tử
phanlocdz69,Lộc Cá Chép 🐟,Việt Nam,91.2,93.8,91.2,"2,2M","74,5K","3,40%",5.000.000 VND,,Trò chơi điện tử
iamhiepmusic.02,NTH Music 🎧,Việt Nam,74.9,N/A,N/A,"1,6M","78,6K","8,23%",5.485.036 VND,,Âm nhạc
mamtv.31,MắmTiZii✨,Việt Nam,81.4,97.9,N/A,"2,6M","252,8K","8,58%",17.418.235 VND,"Tin tức và Giải trí, Du lịch",Trò chơi điện tử
